,Duration,N_Packets,N_Bytes,Idle_timeout,Protocol,Source_ip,Destination_ip
2794,1289.505,98,12460,60,icmp,10.0.0.5,10.0.0.5
2795,1289.453,98,12460,60,icmp,10.0.0.6,10.0.0.5
2796,1289.451,98,11503,60,icmp,10.0.0.5,10.0.0.6
2797,1289.399,98,11503,60,icmp,10.0.0.7,10.0.0.5
2798,1289.396,98,12181,60,icmp,10.0.0.5,10.0.0.7
2799,1289.335,98,12181,60,icmp,10.0.0.8,10.0.0.5
2800,1289.333,98,11883,60,icmp,10.0.0.5,10.0.0.8
2801,1289.28,98,11883,60,icmp,10.0.0.9,10.0.0.5
2802,1289.278,98,11890,60,icmp,10.0.0.5,10.0.0.9
2803,1289.217,98,11890,60,icmp,10.0.0.10,10.0.0.5
2804,1289.216,98,11916,60,icmp,10.0.0.5,10.0.0.10
2805,1269.836,97,11860,60,icmp,10.0.0.11,10.0.0.5
2806,1268.759,96,11665,60,icmp,10.0.0.12,10.0.0.5
2807,1248.649,95,11395,60,icmp,10.0.0.13,10.0.0.5
2808,1231.412,94,10991,60,icmp,10.0.0.14,10.0.0.5
2809,1216.437,93,11347,60,icmp,10.0.0.15,10.0.0.5
2810,1208.315,92,10929,60,icmp,10.0.0.16,10.0.0.5
2811,1194.929,91,11542,60,icmp,10.0.0.17,10.0.0.5
2812,1174.24,90,11231,60,icmp,10.0.0.18,10.0.0.5
2813,1153.669,89,10612,60,icmp,10.0.0.19,10.0.0.5
2814,1142.317,88,10874,60,icmp,10.0.0.20,10.0.0.5
2815,1140.079,87,10368,60,icmp,10.0.0.21,10.0.0.5
2816,1127.275,86,10869,60,icmp,10.0.0.22,10.0.0.5
2817,1115.344,85,10326,60,icmp,10.0.0.23,10.0.0.5
2818,1097.607,84,10101,60,icmp,10.0.0.24,10.0.0.5
2819,1093.002,83,9956,60,icmp,10.0.0.25,10.0.0.5
2820,1088.685,82,9902,60,icmp,10.0.0.26,10.0.0.5
2821,1077.164,81,9696,60,icmp,10.0.0.27,10.0.0.5
2822,1074.763,80,9409,60,icmp,10.0.0.28,10.0.0.5
2823,1067.743,79,9542,60,icmp,10.0.0.29,10.0.0.5
2824,1064.719,78,9508,60,icmp,10.0.0.30,10.0.0.5
2825,1059.376,77,9141,60,icmp,10.0.0.31,10.0.0.5
2826,1051.891,75,8941,60,icmp,10.0.0.32,10.0.0.5
2827,1032.683,74,8938,60,icmp,10.0.0.33,10.0.0.5
2828,1011.332,73,9094,60,icmp,10.0.0.34,10.0.0.5
2829,1006.729,72,8920,60,icmp,10.0.0.35,10.0.0.5
2830,991.281,71,8598,60,icmp,10.0.0.36,10.0.0.5
2831,982.504,70,8700,60,icmp,10.0.0.37,10.0.0.5
2832,963.743,69,8083,60,icmp,10.0.0.38,10.0.0.5
2833,943.951,68,8414,60,icmp,10.0.0.39,10.0.0.5
2834,923.814,67,8316,60,icmp,10.0.0.40,10.0.0.5
2835,912.933,66,8247,60,icmp,10.0.0.41,10.0.0.5
2836,905.972,65,7931,60,icmp,10.0.0.42,10.0.0.5
2837,890.056,64,7441,60,icmp,10.0.0.43,10.0.0.5
2838,870.547,63,7735,60,icmp,10.0.0.44,10.0.0.5
2839,851.044,62,7455,60,icmp,10.0.0.45,10.0.0.5
2840,848.044,61,7405,60,icmp,10.0.0.46,10.0.0.5
2841,833.293,60,7011,60,icmp,10.0.0.47,10.0.0.5
2842,825.805,59,7020,60,icmp,10.0.0.48,10.0.0.5
2843,822.628,58,6874,60,icmp,10.0.0.49,10.0.0.5
2844,813.473,57,6723,60,icmp,10.0.0.50,10.0.0.5
2845,801.755,56,6854,60,icmp,10.0.0.51,10.0.0.5
2846,796.369,55,6748,60,icmp,10.0.0.52,10.0.0.5
2847,789.195,54,6394,60,icmp,10.0.0.53,10.0.0.5
2848,773.697,53,6461,60,icmp,10.0.0.54,10.0.0.5
2849,766.152,52,6049,60,icmp,10.0.0.55,10.0.0.5
2850,752.847,51,6345,60,icmp,10.0.0.56,10.0.0.5
2851,741.623,50,5920,60,icmp,10.0.0.57,10.0.0.5
2852,738.328,49,5854,60,icmp,10.0.0.58,10.0.0.5
2853,725.479,48,5644,60,icmp,10.0.0.59,10.0.0.5
2854,707.251,47,5637,60,icmp,10.0.0.60,10.0.0.5
2855,684.504,46,5460,60,icmp,10.0.0.61,10.0.0.5
2856,672.552,45,5534,60,icmp,10.0.0.62,10.0.0.5
2857,666.353,44,5364,60,icmp,10.0.0.63,10.0.0.5
2858,656.493,43,5203,60,icmp,10.0.0.64,10.0.0.5
2859,650.928,42,5194,60,icmp,10.0.0.65,10.0.0.5
2860,634.28,41,4837,60,icmp,10.0.0.66,10.0.0.5
2861,623.624,40,5115,60,icmp,10.0.0.67,10.0.0.5
2862,613.769,39,4738,60,icmp,10.0.0.68,10.0.0.5
2863,590.875,38,4484,60,icmp,10.0.0.69,10.0.0.5
2864,575.059,37,4303,60,icmp,10.0.0.70,10.0.0.5
2865,566.638,36,4321,60,icmp,10.0.0.71,10.0.0.5
2866,550.363,35,4067,60,icmp,10.0.0.72,10.0.0.5
2867,541.903,34,4185,60,icmp,10.0.0.73,10.0.0.5
2868,519.088,33,3833,60,icmp,10.0.0.74,10.0.0.5
2869,499.349,32,3902,60,icmp,10.0.0.75,10.0.0.5
2870,482.005,31,3646,60,icmp,10.0.0.76,10.0.0.5
2871,466.376,30,3711,60,icmp,10.0.0.77,10.0.0.5
2872,451.288,29,3446,60,icmp,10.0.0.78,10.0.0.5
2873,443.581,28,3501,60,icmp,10.0.0.79,10.0.0.5
2874,424.585,27,3104,60,icmp,10.0.0.80,10.0.0.5
2875,403.382,26,3008,60,icmp,10.0.0.81,10.0.0.5
2876,391.843,25,3040,60,icmp,10.0.0.82,10.0.0.5
2877,375.769,24,2799,60,icmp,10.0.0.83,10.0.0.5
2878,351.597,23,2779,60,icmp,10.0.0.84,10.0.0.5
2879,337.055,22,2681,60,icmp,10.0.0.85,10.0.0.5
2880,321.403,21,2464,60,icmp,10.0.0.86,10.0.0.5
2881,311.147,20,2254,60,icmp,10.0.0.87,10.0.0.5
2882,294.945,19,2327,60,icmp,10.0.0.88,10.0.0.5
