"No.","Time","Source","Destination","Protocol","Length","Type","Code","Timestamp from icmp data","Info"
"412","191.807482613","10.0.0.1","10.0.0.2","ICMP","98","8","0","Jun 14, 2023 02:14:01.000000000 PDT","Echo (ping) request  id=0x0e90, seq=185/47360, ttl=64 (reply in 413)"
"413","191.807533840","10.0.0.2","10.0.0.1","ICMP","98","0","0","Jun 14, 2023 02:14:01.000000000 PDT","Echo (ping) reply    id=0x0e90, seq=185/47360, ttl=64 (request in 412)"
"414","192.511964559","fe80::3c91:d2ff:fed0:1352","ff02::2","ICMPv6","70","","","","Router Solicitation from 3e:91:d2:d0:13:52"
"415","192.831042506","10.0.0.1","10.0.0.2","ICMP","98","8","0","Jun 14, 2023 02:14:02.000000000 PDT","Echo (ping) request  id=0x0e90, seq=186/47616, ttl=64 (reply in 416)"
"416","192.831089846","10.0.0.2","10.0.0.1","ICMP","98","0","0","Jun 14, 2023 02:14:02.000000000 PDT","Echo (ping) reply    id=0x0e90, seq=186/47616, ttl=64 (request in 415)"
"417","193.855615201","10.0.0.1","10.0.0.2","ICMP","98","8","0","Jun 14, 2023 02:14:03.000000000 PDT","Echo (ping) request  id=0x0e90, seq=187/47872, ttl=64 (reply in 418)"
"418","193.855654935","10.0.0.2","10.0.0.1","ICMP","98","0","0","Jun 14, 2023 02:14:03.000000000 PDT","Echo (ping) reply    id=0x0e90, seq=187/47872, ttl=64 (request in 417)"
"419","194.879213840","10.0.0.1","10.0.0.2","ICMP","98","8","0","Jun 14, 2023 02:14:04.000000000 PDT","Echo (ping) request  id=0x0e90, seq=188/48128, ttl=64 (reply in 420)"
"420","194.879253012","10.0.0.2","10.0.0.1","ICMP","98","0","0","Jun 14, 2023 02:14:04.000000000 PDT","Echo (ping) reply    id=0x0e90, seq=188/48128, ttl=64 (request in 419)"
"421","195.903393737","10.0.0.1","10.0.0.2","ICMP","98","8","0","Jun 14, 2023 02:14:05.000000000 PDT","Echo (ping) request  id=0x0e90, seq=189/48384, ttl=64 (reply in 422)"
