1684318604.3170588,192.168.134.1,239.255.255.250,17
1684318604.3196504,192.168.134.1,239.255.255.250,17
1684318605.3279815,192.168.134.1,239.255.255.250,17
1684318605.3280025,192.168.134.1,239.255.255.250,17
1684318606.3429637,192.168.134.1,239.255.255.250,17
1684318606.342985,192.168.134.1,239.255.255.250,17
1684318607.3574576,192.168.134.1,239.255.255.250,17
1684318607.357481,192.168.134.1,239.255.255.250,17
1684318724.3329432,192.168.134.1,239.255.255.250,17
1684318724.3329616,192.168.134.1,239.255.255.250,17
1684318725.338307,192.168.134.1,239.255.255.250,17
1684318725.3383315,192.168.134.1,239.255.255.250,17
1684318726.3390868,192.168.134.1,239.255.255.250,17
1684318726.3546355,192.168.134.1,239.255.255.250,17
1684318727.3392,192.168.134.1,239.255.255.250,17
1684318727.3701575,192.168.134.1,239.255.255.250,17
1684318733.9307635,192.168.134.1,224.0.0.251,17
1684318734.931686,192.168.134.1,224.0.0.251,17
1684318844.344909,192.168.134.1,239.255.255.250,17
1684318844.3460236,192.168.134.1,239.255.255.250,17
1684318845.3519187,192.168.134.1,239.255.255.250,17
1684318845.3519492,192.168.134.1,239.255.255.250,17
1684318846.3658795,192.168.134.1,239.255.255.250,17
1684318846.3658977,192.168.134.1,239.255.255.250,17
1684318847.3815367,192.168.134.1,239.255.255.250,17
1684318847.381551,192.168.134.1,239.255.255.250,17
1684318964.350678,192.168.134.1,239.255.255.250,17
1684318964.3524702,192.168.134.1,239.255.255.250,17
1684318965.3584085,192.168.134.1,239.255.255.250,17
1684318965.3584712,192.168.134.1,239.255.255.250,17
1684318966.3729246,192.168.134.1,239.255.255.250,17
1684318966.3729842,192.168.134.1,239.255.255.250,17
1684318967.3879554,192.168.134.1,239.255.255.250,17
1684318967.3880174,192.168.134.1,239.255.255.250,17
1684319035.9620833,192.168.134.1,224.0.0.251,17
1684319036.9753475,192.168.134.1,224.0.0.251,17
1684319038.1929295,192.168.134.136,192.168.134.2,17
1684319038.1930265,192.168.134.136,192.168.134.2,17
1684319038.1967297,192.168.134.2,192.168.134.136,17
1684319038.457523,192.168.134.2,192.168.134.136,17
1684319038.4628127,192.168.134.136,91.189.91.157,17
1684319048.6930473,192.168.134.136,185.125.190.56,17
1684319058.942775,192.168.134.136,185.125.190.57,17
1684319069.1926546,192.168.134.136,185.125.190.58,17
1684319079.4434872,192.168.134.136,91.189.94.4,17
1684319084.3551378,192.168.134.1,239.255.255.250,17
1684319084.35606,192.168.134.1,239.255.255.250,17
1684319085.362284,192.168.134.1,239.255.255.250,17
1684319085.3623312,192.168.134.1,239.255.255.250,17
1684319086.365053,192.168.134.1,239.255.255.250,17
1684319086.3650756,192.168.134.1,239.255.255.250,17
1684319087.3653212,192.168.134.1,239.255.255.250,17
1684319087.3805256,192.168.134.1,239.255.255.250,17
1684319094.6197798,192.168.134.1,192.168.134.254,17
1684319094.6198366,192.168.134.254,192.168.134.1,17
1684319094.6320953,192.168.134.1,224.0.0.22,2
1684319094.6434548,192.168.134.1,224.0.0.22,2
1684319094.643793,192.168.134.1,224.0.0.22,2
1684319094.6474957,192.168.134.1,224.0.0.22,2
1684319094.648337,192.168.134.1,224.0.0.251,17
1684319094.6491077,192.168.134.1,224.0.0.251,17
1684319095.062148,192.168.134.1,224.0.0.22,2
1684319204.3615222,192.168.134.1,239.255.255.250,17
1684319204.3625894,192.168.134.1,239.255.255.250,17
1684319205.3665893,192.168.134.1,239.255.255.250,17
1684319205.366636,192.168.134.1,239.255.255.250,17
1684319206.3800626,192.168.134.1,239.255.255.250,17
1684319206.3800912,192.168.134.1,239.255.255.250,17
1684319207.3824675,192.168.134.1,239.255.255.250,17
1684319207.3824928,192.168.134.1,239.255.255.250,17
1684319324.3620434,192.168.134.1,239.255.255.250,17
1684319324.364191,192.168.134.1,239.255.255.250,17
1684319325.3760011,192.168.134.1,239.255.255.250,17
1684319325.3760433,192.168.134.1,239.255.255.250,17
1684319326.3904123,192.168.134.1,239.255.255.250,17
1684319326.3904502,192.168.134.1,239.255.255.250,17
1684319327.3918579,192.168.134.1,239.255.255.250,17
1684319327.391913,192.168.134.1,239.255.255.250,17
1684319337.9795716,192.168.134.1,224.0.0.251,17
1684319338.9945111,192.168.134.1,224.0.0.251,17
1684319347.4033978,192.168.134.136,192.168.134.254,17
1684319347.4037917,192.168.134.254,192.168.134.136,17
1684319444.3703885,192.168.134.1,239.255.255.250,17
1684319444.3727238,192.168.134.1,239.255.255.250,17
1684319445.381984,192.168.134.1,239.255.255.250,17
1684319445.381999,192.168.134.1,239.255.255.250,17
1684319446.3837662,192.168.134.1,239.255.255.250,17
1684319446.383792,192.168.134.1,239.255.255.250,17
1684319447.3854637,192.168.134.1,239.255.255.250,17
1684319447.3854883,192.168.134.1,239.255.255.250,17
1684319564.378019,192.168.134.1,239.255.255.250,17
1684319564.3787582,192.168.134.1,239.255.255.250,17
1684319565.3824017,192.168.134.1,239.255.255.250,17
1684319565.3824143,192.168.134.1,239.255.255.250,17
1684319566.3839262,192.168.134.1,239.255.255.250,17
1684319566.3839397,192.168.134.1,239.255.255.250,17
1684319567.3997972,192.168.134.1,239.255.255.250,17
1684319567.399817,192.168.134.1,239.255.255.250,17
1684319574.8892806,192.168.134.136,224.0.0.251,17
1684319640.008914,192.168.134.1,224.0.0.251,17
1684319641.0234113,192.168.134.1,224.0.0.251,17
1684319684.3809946,192.168.134.1,239.255.255.250,17
1684319684.388669,192.168.134.1,239.255.255.250,17
1684319685.3898232,192.168.134.1,239.255.255.250,17
1684319685.3898475,192.168.134.1,239.255.255.250,17
1684319686.3900568,192.168.134.1,239.255.255.250,17
1684319686.4059088,192.168.134.1,239.255.255.250,17
1684319687.3919988,192.168.134.1,239.255.255.250,17
1684319687.4071548,192.168.134.1,239.255.255.250,17
1684319804.392162,192.168.134.1,239.255.255.250,17
1684319804.3953202,192.168.134.1,239.255.255.250,17
1684319805.3996277,192.168.134.1,239.255.255.250,17
1684319805.3996527,192.168.134.1,239.255.255.250,17
1684319806.41487,192.168.134.1,239.255.255.250,17
1684319806.4149003,192.168.134.1,239.255.255.250,17
1684319807.4155028,192.168.134.1,239.255.255.250,17
1684319807.41553,192.168.134.1,239.255.255.250,17
1684319924.406224,192.168.134.1,239.255.255.250,17
1684319924.4062443,192.168.134.1,239.255.255.250,17
1684319925.4116912,192.168.134.1,239.255.255.250,17
1684319925.4117074,192.168.134.1,239.255.255.250,17
1684319926.4263563,192.168.134.1,239.255.255.250,17
1684319926.4263794,192.168.134.1,239.255.255.250,17
1684319927.4266434,192.168.134.1,239.255.255.250,17
1684319927.4266624,192.168.134.1,239.255.255.250,17
1684319942.0346746,192.168.134.1,224.0.0.251,17
1684319943.0483732,192.168.134.1,224.0.0.251,17
1684320004.657659,192.168.134.1,192.168.134.254,17
