,Unnamed: 0,Duration,N_Packets,N_Bytes,Idle_timeout,Protocol,Source_ip,Destination_ip,arrival_frequency
270,1320,795.853,75,7684,60,icmp,10.0.0.15,10.0.0.5,0.557730375
271,1407,825.874,77,7997,60,icmp,10.0.0.15,10.0.0.5,0.564973625
272,1497,855.925,78,8111,60,icmp,10.0.0.15,10.0.0.5,0.579460125
273,1587,885.968,80,8340,60,icmp,10.0.0.15,10.0.0.5,0.59394665
274,1679,916.031,82,8622,60,icmp,10.0.0.15,10.0.0.5,0.60843315
275,1773,946.082,84,8863,60,icmp,10.0.0.15,10.0.0.5,0.6156764
276,1869,976.104,85,8988,60,icmp,10.0.0.15,10.0.0.5,0.6301629
277,1966,1006.129,87,9226,60,icmp,10.0.0.15,10.0.0.5,0.6446494
278,2065,1036.175,89,9477,60,icmp,10.0.0.15,10.0.0.5,0.66637915
279,2165,1066.23,92,9802,60,icmp,10.0.0.15,10.0.0.5,0.68086565
280,2268,1096.271,94,9983,60,icmp,10.0.0.15,10.0.0.5,0.695352175
281,2373,1126.324,96,10202,60,icmp,10.0.0.15,10.0.0.5,0.695352175
282,2481,1126.324,96,10202,60,icmp,10.0.0.15,10.0.0.5,0.709838675
283,2589,1156.373,98,10437,60,icmp,10.0.0.15,10.0.0.5,0.717081925
284,2699,1186.392,99,10586,60,icmp,10.0.0.15,10.0.0.5,0.738811675
285,2809,1216.437,102,10948,60,icmp,10.0.0.15,10.0.0.5,0.746054925
286,2922,1246.484,103,11066,60,icmp,10.0.0.15,10.0.0.5,0.139384775
287,21,6.594,19,1099,60,icmp,10.0.0.16,10.0.0.5,0.0880325
288,21,36.636,12,172,60,icmp,10.0.0.16,10.0.0.5,0.102704575
289,21,66.676,14,423,60,icmp,10.0.0.16,10.0.0.5,0.1247127
290,21,96.716,17,760,60,icmp,10.0.0.16,10.0.0.5,0.146720825
291,21,126.762,20,1160,60,icmp,10.0.0.16,10.0.0.5,0.19073705
292,21,156.799,26,1940,60,icmp,10.0.0.16,10.0.0.5,0.1980731
293,60,186.841,27,2100,60,icmp,10.0.0.16,10.0.0.5,0.220081225
294,100,216.889,30,2508,60,icmp,10.0.0.16,10.0.0.5,0.2347533
295,142,246.941,32,2759,60,icmp,10.0.0.16,10.0.0.5,0.24208935
296,187,276.991,33,2913,60,icmp,10.0.0.16,10.0.0.5,0.264097475
297,233,307.049,36,3346,60,icmp,10.0.0.16,10.0.0.5,0.27876955
298,282,337.103,38,3628,60,icmp,10.0.0.16,10.0.0.5,0.293441625
299,332,367.131,40,3874,60,icmp,10.0.0.16,10.0.0.5,0.3227858
300,385,397.179,44,4389,60,icmp,10.0.0.16,10.0.0.5,0.344793925
301,442,427.218,47,4774,60,icmp,10.0.0.16,10.0.0.5,0.36680205
302,502,457.278,50,5138,60,icmp,10.0.0.16,10.0.0.5,0.38881015
303,565,487.336,53,5560,60,icmp,10.0.0.16,10.0.0.5,0.3961462
304,631,517.362,54,5691,60,icmp,10.0.0.16,10.0.0.5,0.418154325
305,698,547.38,57,6032,60,icmp,10.0.0.16,10.0.0.5,0.44016245
306,768,577.415,60,6399,60,icmp,10.0.0.16,10.0.0.5,0.454834525
307,840,607.473,62,6633,60,icmp,10.0.0.16,10.0.0.5,0.4695066
308,915,637.517,64,6876,60,icmp,10.0.0.16,10.0.0.5,0.491514725
309,992,667.555,67,7238,60,icmp,10.0.0.16,10.0.0.5,0.498850775
310,1072,697.598,68,7355,60,icmp,10.0.0.16,10.0.0.5,0.51352285
311,1153,727.637,70,7579,60,icmp,10.0.0.16,10.0.0.5,0.528194925
312,1236,757.684,72,7848,60,icmp,10.0.0.16,10.0.0.5,0.542867025
313,1321,787.731,74,8163,60,icmp,10.0.0.16,10.0.0.5,0.5575391
314,1408,817.752,76,8459,60,icmp,10.0.0.16,10.0.0.5,0.56487515
315,1498,847.803,77,8619,60,icmp,10.0.0.16,10.0.0.5,0.579547225
316,1588,877.846,79,8918,60,icmp,10.0.0.16,10.0.0.5,0.5942193
317,1680,907.909,81,9226,60,icmp,10.0.0.16,10.0.0.5,0.608891375
318,1774,937.96,83,9419,60,icmp,10.0.0.16,10.0.0.5,0.616227425
319,1870,967.982,84,9517,60,icmp,10.0.0.16,10.0.0.5,0.6308995
320,1967,998.007,86,9764,60,icmp,10.0.0.16,10.0.0.5,0.6455716
321,2066,1028.053,88,10024,60,icmp,10.0.0.16,10.0.0.5,0.6675797
322,2166,1058.108,91,10370,60,icmp,10.0.0.16,10.0.0.5,0.6822518
323,2269,1088.149,93,10627,60,icmp,10.0.0.16,10.0.0.5,0.696923875
324,2374,1118.202,95,10842,60,icmp,10.0.0.16,10.0.0.5,0.696923875
325,2482,1118.202,95,10842,60,icmp,10.0.0.16,10.0.0.5,0.71159595
326,2590,1148.251,97,11072,60,icmp,10.0.0.16,10.0.0.5,0.718932
327,2700,1178.27,98,11196,60,icmp,10.0.0.16,10.0.0.5,0.740940125
328,2810,1208.315,101,11561,60,icmp,10.0.0.16,10.0.0.5,0.74827615
329,2923,1238.362,102,11691,60,icmp,10.0.0.16,10.0.0.5,0.082415975
330,22,23.25,11,1334,60,icmp,10.0.0.17,10.0.0.5,0.0974007
331,22,53.29,13,293,60,icmp,10.0.0.17,10.0.0.5,0.119877775
332,22,83.33,16,575,60,icmp,10.0.0.17,10.0.0.5,0.14235485
333,22,113.376,19,922,60,icmp,10.0.0.17,10.0.0.5,0.187309025
334,22,143.413,25,1717,60,icmp,10.0.0.17,10.0.0.5,0.194801375
