,Duration,N_Packets,N_Bytes,Idle_timeout,Protocol,Source_ip,Destination_ip
1686,53.709,80,3840,60,tcp,10.0.1.17,10.0.1.3
1687,53.701,40,3840,60,tcp,10.0.1.4,10.0.1.3
1688,53.693,40,3840,60,tcp,10.0.1.10,10.0.1.3
1689,53.692,40,3840,60,tcp,10.0.1.11,10.0.1.3
1690,53.691,40,3840,60,tcp,10.0.1.12,10.0.1.3
1691,53.681,40,3840,60,tcp,10.0.1.16,10.0.1.3
1692,53.676,40,3840,60,tcp,10.0.1.1,10.0.1.3
1693,53.671,40,3840,60,tcp,10.0.1.6,10.0.1.3
1694,53.664,40,3840,60,tcp,10.0.1.10,10.0.1.3
1695,53.661,40,3840,60,tcp,10.0.1.11,10.0.1.3
1696,53.661,40,3840,60,tcp,10.0.1.12,10.0.1.3
1697,53.66,40,3840,60,tcp,10.0.1.13,10.0.1.3
1698,53.655,40,3840,60,tcp,10.0.1.17,10.0.1.3
1699,53.653,80,3840,60,tcp,10.0.1.19,10.0.1.3
1700,53.649,160,3840,60,tcp,10.0.1.2,10.0.1.3
1701,53.648,40,3840,60,tcp,10.0.1.4,10.0.1.3
1702,53.647,40,3840,60,udp,10.0.1.5,10.0.1.3
1703,53.646,80,3840,60,udp,10.0.1.6,10.0.1.3
1704,53.639,40,3840,60,tcp,10.0.1.10,10.0.1.3
1705,53.637,80,3840,60,udp,10.0.1.11,10.0.1.3
1706,53.636,40,3840,60,udp,10.0.1.12,10.0.1.3
1707,53.632,160,3840,60,tcp,10.0.1.14,10.0.1.3
1708,53.629,40,3840,60,tcp,10.0.1.15,10.0.1.3
1709,53.628,40,3840,60,udp,10.0.1.16,10.0.1.3
1710,53.627,40,3840,60,udp,10.0.1.17,10.0.1.3
1711,53.618,40,3840,60,tcp,10.0.1.6,10.0.1.3
1712,53.612,120,3840,60,tcp,10.0.1.10,10.0.1.3
1713,53.611,40,3840,60,tcp,10.0.1.11,10.0.1.3
1714,53.61,40,3840,60,tcp,10.0.1.12,10.0.1.3
1715,53.606,40,3840,60,icmp,10.0.1.14,10.0.1.3
1716,53.6,200,3840,60,tcp,10.0.1.18,10.0.1.3
1717,53.597,40,3840,60,tcp,10.0.1.19,10.0.1.3
1718,53.595,40,3840,60,tcp,10.0.1.2,10.0.1.3
1719,53.594,40,3840,60,tcp,10.0.1.4,10.0.1.3
1720,53.591,560,3840,60,tcp,10.0.1.7,10.0.1.3
1721,53.59,40,3840,60,tcp,10.0.1.8,10.0.1.3
1722,53.588,40,3840,60,tcp,10.0.1.9,10.0.1.3
1723,53.586,40,3840,60,tcp,10.0.1.11,10.0.1.3
1724,53.558,40,3840,60,tcp,10.0.1.19,10.0.1.3
1725,53.557,40,3840,60,tcp,10.0.1.9,10.0.1.3
1726,53.557,40,3840,60,tcp,10.0.1.10,10.0.1.3
