,cookie=0x0,,duration=428.296s,,table=0,,n_packets=10,,n_bytes=420,,idle_timeout=60,,idle_age=1,,priority=65535,arp,in_port=4,vlan_tci=0x0000,dl_src=22:f7:4e:74:47:50,dl_dst=06:fc:ca:e8:78:4c,arp_spa=10.0.0.4,arp_tpa=10.0.0.5,arp_op=2,actions=output:5,,
,cookie=0x0,,duration=428.296s,,table=0,,n_packets=10,,n_bytes=420,,idle_timeout=60,,idle_age=1,,priority=65535,arp,in_port=3,vlan_tci=0x0000,dl_src=66:b8:d5:08:ee:b0,dl_dst=06:fc:ca:e8:78:4c,arp_spa=10.0.0.3,arp_tpa=10.0.0.5,arp_op=2,actions=output:5,,
,cookie=0x0,,duration=428.296s,,table=0,,n_packets=10,,n_bytes=420,,idle_timeout=60,,idle_age=1,,priority=65535,arp,in_port=2,vlan_tci=0x0000,dl_src=0e:cc:1c:48:f6:76,dl_dst=06:fc:ca:e8:78:4c,arp_spa=10.0.0.2,arp_tpa=10.0.0.5,arp_op=2,actions=output:5,,
,cookie=0x0,,duration=428.039s,,table=0,,n_packets=10,,n_bytes=420,,idle_timeout=60,,idle_age=1,,priority=65535,arp,in_port=10,vlan_tci=0x0000,dl_src=e2:5a:44:97:6c:0d,dl_dst=06:fc:ca:e8:78:4c,arp_spa=10.0.0.10,arp_tpa=10.0.0.5,arp_op=2,actions=output:5,,
,cookie=0x0,,duration=428.039s,,table=0,,n_packets=10,,n_bytes=420,,idle_timeout=60,,idle_age=1,,priority=65535,arp,in_port=8,vlan_tci=0x0000,dl_src=4e:70:ce:b8:db:62,dl_dst=06:fc:ca:e8:78:4c,arp_spa=10.0.0.8,arp_tpa=10.0.0.5,arp_op=2,actions=output:5,,
,cookie=0x0,,duration=428.039s,,table=0,,n_packets=10,,n_bytes=420,,idle_timeout=60,,idle_age=1,,priority=65535,arp,in_port=7,vlan_tci=0x0000,dl_src=3e:33:68:38:a4:fc,dl_dst=06:fc:ca:e8:78:4c,arp_spa=10.0.0.7,arp_tpa=10.0.0.5,arp_op=2,actions=output:5,,
,cookie=0x0,,duration=428.039s,,table=0,,n_packets=10,,n_bytes=420,,idle_timeout=60,,idle_age=1,,priority=65535,arp,in_port=6,vlan_tci=0x0000,dl_src=a2:29:a3:12:d2:47,dl_dst=06:fc:ca:e8:78:4c,arp_spa=10.0.0.6,arp_tpa=10.0.0.5,arp_op=2,actions=output:5,,
,cookie=0x0,,duration=428.039s,,table=0,,n_packets=10,,n_bytes=420,,idle_timeout=60,,idle_age=1,,priority=65535,arp,in_port=9,vlan_tci=0x0000,dl_src=2a:d7:6e:d1:85:09,dl_dst=06:fc:ca:e8:78:4c,arp_spa=10.0.0.9,arp_tpa=10.0.0.5,arp_op=2,actions=output:5,,
,cookie=0x0,,duration=388.104s,,table=0,,n_packets=9,,n_bytes=378,,idle_timeout=60,,idle_age=1,,priority=65535,arp,in_port=5,vlan_tci=0x0000,dl_src=06:fc:ca:e8:78:4c,dl_dst=0e:cc:1c:48:f6:76,arp_spa=10.0.0.5,arp_tpa=10.0.0.2,arp_op=1,actions=output:2,,
,cookie=0x0,,duration=388.101s,,table=0,,n_packets=9,,n_bytes=378,,idle_timeout=60,,idle_age=1,,priority=65535,arp,in_port=5,vlan_tci=0x0000,dl_src=06:fc:ca:e8:78:4c,dl_dst=66:b8:d5:08:ee:b0,arp_spa=10.0.0.5,arp_tpa=10.0.0.3,arp_op=1,actions=output:3,,
